ï..Commodity,State,STATION,YEAR,MONTH,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,PRCP,SNOW,TAVG,TMAX,TMIN,SC_Group_ID,SC_Group_Desc,SC_GroupCommod_ID,SC_Geography_ID,SortOrder,SC_GeographyIndented_Desc,SC_Commodity_ID,SC_Commodity_Desc,SC_Attribute_ID,SC_Attribute_Desc,SC_Unit_ID,SC_Unit_Desc,SC_Frequency_ID,SC_Frequency_Desc,Timeperiod_Desc,Amount
Barley,WA,USC00457941,2001,12,29,7,12,9,3.5,0.65,43,2.51,20.3,28.2,34.2,22.2,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.71
Barley,WA,USC00457941,2001,12,29,7,12,9,3.5,0.65,43,2.51,20.3,28.2,34.2,22.2,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.77
Barley,WA,USC00457941,2002,1,15,5,12,5,3.5,0.33,50,1.45,12,30.3,35.7,25,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.09
Barley,WA,USC00457941,2002,1,15,5,12,5,3.5,0.33,50,1.45,12,30.3,35.7,25,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.47
Barley,WA,USC00457941,2002,1,15,5,12,5,3.5,0.33,50,1.45,12,30.3,35.7,25,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.67
Barley,WA,USC00457941,2002,2,11,3,10,4,3.1,0.23,51,1.08,7,31.4,40,22.8,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.17
Barley,WA,USC00457941,2002,2,11,3,10,4,3.1,0.23,51,1.08,7,31.4,40,22.8,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.55
Barley,WA,USC00457941,2002,2,11,3,10,4,3.1,0.23,51,1.08,7,31.4,40,22.8,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.69
Barley,WA,USC00457941,2002,3,7,4,14,5,7.6,0.56,57,1.36,16.1,35,43.4,26.7,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.17
Barley,WA,USC00457941,2002,3,7,4,14,5,7.6,0.56,57,1.36,16.1,35,43.4,26.7,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.59
Barley,WA,USC00457941,2002,3,7,4,14,5,7.6,0.56,57,1.36,16.1,35,43.4,26.7,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.75
Barley,WA,USC00457941,2002,4,0,0,22,0,0.1,0.5,68,1.1,0.1,45.7,57,34.4,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.09
Barley,WA,USC00457941,2002,4,0,0,22,0,0.1,0.5,68,1.1,0.1,45.7,57,34.4,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.43
Barley,WA,USC00457941,2002,4,0,0,22,0,0.1,0.5,68,1.1,0.1,45.7,57,34.4,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.79
Barley,WA,USC00457941,2002,5,0,2,25,0,4.3,0.39,76,1.68,5.8,51.5,63.3,39.8,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.24
Barley,WA,USC00457941,2002,5,0,2,25,0,4.3,0.39,76,1.68,5.8,51.5,63.3,39.8,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.57
Barley,WA,USC00457941,2002,5,0,2,25,0,4.3,0.39,76,1.68,5.8,51.5,63.3,39.8,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.89
Barley,WA,USC00457941,2002,6,0,0,32,0,0,0.16,97,0.81,0,61.5,75.6,47.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.09
Barley,WA,USC00457941,2002,6,0,0,32,0,0,0.16,97,0.81,0,61.5,75.6,47.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.49
Barley,WA,USC00457941,2002,6,0,0,32,0,0,0.16,97,0.81,0,61.5,75.6,47.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.83
Barley,WA,USC00457941,2002,7,0,0,39,0,0,0.24,103,0.31,0,70.1,86.6,53.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.14
Barley,WA,USC00457941,2002,7,0,0,39,0,0,0.24,103,0.31,0,70.1,86.6,53.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.49
Barley,WA,USC00457941,2002,7,0,0,39,0,0,0.24,103,0.31,0,70.1,86.6,53.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.88
Barley,WA,USC00457941,2002,8,0,0,39,0,0,0.05,96,0.13,0,65.7,82.4,48.9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.68
Barley,WA,USC00457941,2002,8,0,0,39,0,0,0.05,96,0.13,0,65.7,82.4,48.9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.93
Barley,WA,USC00457941,2002,8,0,0,39,0,0,0.05,96,0.13,0,65.7,82.4,48.9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.05
Barley,WA,USC00457941,2002,9,0,0,31,0,0,0.24,91,0.33,0,58.2,74.1,42.3,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.64
Barley,WA,USC00457941,2002,9,0,0,31,0,0,0.24,91,0.33,0,58.2,74.1,42.3,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.95
Barley,WA,USC00457941,2002,9,0,0,31,0,0,0.24,91,0.33,0,58.2,74.1,42.3,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.23
Barley,WA,USC00457941,2002,10,0,0,3,0,0,0.19,72,0.28,0,42.4,58,26.8,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.64
Barley,WA,USC00457941,2002,10,0,0,3,0,0,0.19,72,0.28,0,42.4,58,26.8,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.89
Barley,WA,USC00457941,2002,10,0,0,3,0,0,0.19,72,0.28,0,42.4,58,26.8,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.26
Barley,WA,USC00457941,2002,11,0,0,6,0,0.1,0.75,58,2.05,0.1,36.4,45.9,26.9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.79
Barley,WA,USC00457941,2002,11,0,0,6,0,0.1,0.75,58,2.05,0.1,36.4,45.9,26.9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,3.07
Barley,WA,USC00457941,2002,11,0,0,6,0,0.1,0.75,58,2.05,0.1,36.4,45.9,26.9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.32
Barley,WA,USC00457941,2002,12,5,6,16,4,2.5,0.69,55,3.22,12.4,33.7,37.8,29.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.91
Barley,WA,USC00457941,2002,12,5,6,16,4,2.5,0.69,55,3.22,12.4,33.7,37.8,29.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,3.24
Barley,WA,USC00457941,2002,12,5,6,16,4,2.5,0.69,55,3.22,12.4,33.7,37.8,29.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.14
Barley,WA,USC00457941,2003,1,6,3,19,4,4.9,0.58,57,3.41,9.7,34,38.5,29.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.85
Barley,WA,USC00457941,2003,1,6,3,19,4,4.9,0.58,57,3.41,9.7,34,38.5,29.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,3.07
Barley,WA,USC00457941,2003,1,6,3,19,4,4.9,0.58,57,3.41,9.7,34,38.5,29.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.17
Barley,WA,USC00457941,2003,2,0,0,13,0,0.3,0.31,52,0.79,0.9,33.8,42.5,25.1,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.87
Barley,WA,USC00457941,2003,2,0,0,13,0,0.3,0.31,52,0.79,0.9,33.8,42.5,25.1,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,3.06
Barley,WA,USC00457941,2003,2,0,0,13,0,0.3,0.31,52,0.79,0.9,33.8,42.5,25.1,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.2
Barley,WA,USC00457941,2003,3,0,1,22,0,1.7,0.43,69,1.76,2.2,41.4,51.2,31.7,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.83
Barley,WA,USC00457941,2003,3,0,1,22,0,1.7,0.43,69,1.76,2.2,41.4,51.2,31.7,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,3.07
Barley,WA,USC00457941,2003,3,0,1,22,0,1.7,0.43,69,1.76,2.2,41.4,51.2,31.7,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.3
Barley,WA,USC00457941,2003,4,0,1,28,0,1.1,0.46,73,1.68,1.1,45.9,56.9,34.9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.85
Barley,WA,USC00457941,2003,4,0,1,28,0,1.1,0.46,73,1.68,1.1,45.9,56.9,34.9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,3.11
Barley,WA,USC00457941,2003,4,0,1,28,0,1.1,0.46,73,1.68,1.1,45.9,56.9,34.9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.2
Barley,WA,USC00457941,2003,5,0,0,26,0,0.2,1.32,91,1.85,0.2,53.6,65.8,41.3,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.91
Barley,WA,USC00457941,2003,5,0,0,26,0,0.2,1.32,91,1.85,0.2,53.6,65.8,41.3,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,3.19
Barley,WA,USC00457941,2003,5,0,0,26,0,0.2,1.32,91,1.85,0.2,53.6,65.8,41.3,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.33
Barley,WA,USC00457941,2003,6,0,0,41,0,0,0.18,94,0.27,0,62.9,77.8,47.9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.99
Barley,WA,USC00457941,2003,6,0,0,41,0,0,0.18,94,0.27,0,62.9,77.8,47.9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,3.19
Barley,WA,USC00457941,2003,6,0,0,41,0,0,0.18,94,0.27,0,62.9,77.8,47.9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.33
Barley,WA,USC00457941,2003,7,0,0,38,0,0,0.01,101,0.01,0,70.2,89.3,51.1,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.74
Barley,WA,USC00457941,2003,7,0,0,38,0,0,0.01,101,0.01,0,70.2,89.3,51.1,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,3.08
Barley,WA,USC00457941,2003,7,0,0,38,0,0,0.01,101,0.01,0,70.2,89.3,51.1,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.22
Barley,WA,USC00457941,2003,8,0,0,43,0,0,0.21,95,0.35,0,68.9,86.4,51.3,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.91
Barley,WA,USC00457941,2003,8,0,0,43,0,0,0.21,95,0.35,0,68.9,86.4,51.3,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,3.12
Barley,WA,USC00457941,2003,8,0,0,43,0,0,0.21,95,0.35,0,68.9,86.4,51.3,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.39
Barley,WA,USC00457941,2003,9,0,0,34,0,0,0.72,95,0.93,0,60.7,76.1,45.3,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.88
Barley,WA,USC00457941,2003,9,0,0,34,0,0,0.72,95,0.93,0,60.7,76.1,45.3,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,3.1
Barley,WA,USC00457941,2003,9,0,0,34,0,0,0.72,95,0.93,0,60.7,76.1,45.3,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.27
Barley,WA,USC00457941,2003,10,0,0,11,0,0,0.28,80,0.73,0,50.4,63.1,37.6,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.74
Barley,WA,USC00457941,2003,10,0,0,11,0,0,0.28,80,0.73,0,50.4,63.1,37.6,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,3.11
Barley,WA,USC00457941,2003,10,0,0,11,0,0,0.28,80,0.73,0,50.4,63.1,37.6,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.24
Barley,WA,USC00457941,2003,11,10,5,-5,11,11,0.66,56,1.66,17.9,28.7,37.4,20.1,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.83
Barley,WA,USC00457941,2003,11,10,5,-5,11,11,0.66,56,1.66,17.9,28.7,37.4,20.1,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,3.03
Barley,WA,USC00457941,2003,11,10,5,-5,11,11,0.66,56,1.66,17.9,28.7,37.4,20.1,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.43
Barley,WA,USC00457941,2003,12,22,4,5,3,2.2,0.85,44,2.49,9.1,28.7,33.4,23.9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.93
Barley,WA,USC00457941,2003,12,22,4,5,3,2.2,0.85,44,2.49,9.1,28.7,33.4,23.9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,3.2
Barley,WA,USC00457941,2003,12,22,4,5,3,2.2,0.85,44,2.49,9.1,28.7,33.4,23.9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.26
Barley,WA,USC00457941,2004,1,30,7,-19,15,6.6,0.39,43,1.95,24.1,25.7,30.1,21.3,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.69
Barley,WA,USC00457941,2004,1,30,7,-19,15,6.6,0.39,43,1.95,24.1,25.7,30.1,21.3,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.94
Barley,WA,USC00457941,2004,1,30,7,-19,15,6.6,0.39,43,1.95,24.1,25.7,30.1,21.3,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.15
Barley,WA,USC00457941,2004,2,22,4,9,8,2.5,0.51,54,1.81,7.3,31.2,38.4,23.9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.73
Barley,WA,USC00457941,2004,2,22,4,9,8,2.5,0.51,54,1.81,7.3,31.2,38.4,23.9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.96
Barley,WA,USC00457941,2004,2,22,4,9,8,2.5,0.51,54,1.81,7.3,31.2,38.4,23.9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.16
Barley,WA,USC00457941,2004,3,1,1,23,2,2.3,0.18,69,0.82,3.4,42.7,54.2,31.2,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.77
Barley,WA,USC00457941,2004,3,1,1,23,2,2.3,0.18,69,0.82,3.4,42.7,54.2,31.2,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.97
Barley,WA,USC00457941,2004,3,1,1,23,2,2.3,0.18,69,0.82,3.4,42.7,54.2,31.2,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.19
Barley,WA,USC00457941,2004,4,0,0,27,0,0,0.2,76,0.46,0,48.8,62.2,35.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.78
Barley,WA,USC00457941,2004,4,0,0,27,0,0,0.2,76,0.46,0,48.8,62.2,35.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,3.04
Barley,WA,USC00457941,2004,4,0,0,27,0,0,0.2,76,0.46,0,48.8,62.2,35.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.17
Barley,WA,USC00457941,2004,5,0,0,33,0,0.2,1.47,76,2.76,0.2,53.1,64.7,41.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.78
Barley,WA,USC00457941,2004,5,0,0,33,0,0.2,1.47,76,2.76,0.2,53.1,64.7,41.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,3.14
Barley,WA,USC00457941,2004,5,0,0,33,0,0.2,1.47,76,2.76,0.2,53.1,64.7,41.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.39
Barley,WA,USC00457941,2004,6,0,0,35,0,0,0.49,92,0.89,0,61.4,74.5,48.2,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.63
Barley,WA,USC00457941,2004,6,0,0,35,0,0,0.49,92,0.89,0,61.4,74.5,48.2,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.79
Barley,WA,USC00457941,2004,6,0,0,35,0,0,0.49,92,0.89,0,61.4,74.5,48.2,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.2
Barley,WA,USC00457941,2004,7,0,0,37,0,0,0.07,96,0.08,0,69.5,85.9,53.2,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.54
Barley,WA,USC00457941,2004,7,0,0,37,0,0,0.07,96,0.08,0,69.5,85.9,53.2,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.68
Barley,WA,USC00457941,2004,7,0,0,37,0,0,0.07,96,0.08,0,69.5,85.9,53.2,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.21
Barley,WA,USC00457941,2004,8,0,0,45,0,0,0.54,98,1.66,0,68.9,83.4,54.4,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.77
Barley,WA,USC00457941,2004,8,0,0,45,0,0,0.54,98,1.66,0,68.9,83.4,54.4,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,3.06
Barley,WA,USC00457941,2004,8,0,0,45,0,0,0.54,98,1.66,0,68.9,83.4,54.4,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.83
Barley,WA,USC00457941,2004,9,0,0,32,0,0,0.43,79,0.98,0,56.2,69,43.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.43
Barley,WA,USC00457941,2004,9,0,0,32,0,0,0.43,79,0.98,0,56.2,69,43.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.91
Barley,WA,USC00457941,2004,9,0,0,32,0,0,0.43,79,0.98,0,56.2,69,43.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.64
Barley,WA,USC00457941,2004,10,0,0,23,0,0,0.55,77,1.26,0,47.9,59.3,36.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.29
Barley,WA,USC00457941,2004,10,0,0,23,0,0,0.55,77,1.26,0,47.9,59.3,36.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.73
Barley,WA,USC00457941,2004,10,0,0,23,0,0,0.55,77,1.26,0,47.9,59.3,36.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.58
Barley,WA,USC00457941,2004,11,1,1,17,2,1.8,0.33,54,1.39,2.2,35.1,41.8,28.4,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.45
Barley,WA,USC00457941,2004,11,1,1,17,2,1.8,0.33,54,1.39,2.2,35.1,41.8,28.4,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.83
Barley,WA,USC00457941,2004,11,1,1,17,2,1.8,0.33,54,1.39,2.2,35.1,41.8,28.4,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.78
Barley,WA,USC00457941,2004,12,8,3,13,3,1.8,0.51,52,1.63,5.7,31,35.8,26.2,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.49
Barley,WA,USC00457941,2004,12,8,3,13,3,1.8,0.51,52,1.63,5.7,31,35.8,26.2,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.74
Barley,WA,USC00457941,2004,12,8,3,13,3,1.8,0.51,52,1.63,5.7,31,35.8,26.2,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.66
Barley,WA,USC00457941,2005,1,22,7,-6,11,5.3,0.25,47,1.47,22.8,27.2,33,21.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.41
Barley,WA,USC00457941,2005,1,22,7,-6,11,5.3,0.25,47,1.47,22.8,27.2,33,21.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.73
Barley,WA,USC00457941,2005,1,22,7,-6,11,5.3,0.25,47,1.47,22.8,27.2,33,21.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.65
Barley,WA,USC00457941,2005,2,0,0,12,0,0,0.03,56,0.03,0,33.5,44.5,22.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.31
Barley,WA,USC00457941,2005,2,0,0,12,0,0,0.03,56,0.03,0,33.5,44.5,22.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.58
Barley,WA,USC00457941,2005,2,0,0,12,0,0,0.03,56,0.03,0,33.5,44.5,22.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.6
Barley,WA,USC00457941,2005,3,1,1,22,1,1.6,0.76,65,2.12,3.1,41.2,52.1,30.3,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.49
Barley,WA,USC00457941,2005,3,1,1,22,1,1.6,0.76,65,2.12,3.1,41.2,52.1,30.3,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.74
Barley,WA,USC00457941,2005,3,1,1,22,1,1.6,0.76,65,2.12,3.1,41.2,52.1,30.3,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.67
