,Commodity,State,STATION,YEAR,MONTH,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,PRCP,SNOW,TAVG,TMAX,TMIN,SC_Group_ID,SC_Group_Desc,SC_GroupCommod_ID,SC_Geography_ID,SortOrder,SC_GeographyIndented_Desc,SC_Commodity_ID,SC_Commodity_Desc,SC_Attribute_ID,SC_Attribute_Desc,SC_Unit_ID,SC_Unit_Desc,SC_Frequency_ID,SC_Frequency_Desc,Timeperiod_Desc,Amount,date,CPI
4957,Corn,NE,USC00251684,2003,5,0,0,41.0,0,0.0,2.0,86.0,5.95,0.0,58.6,70.5,46.7,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.38,2003-05-01,182.9
4958,Corn,NE,USC00251684,2003,6,0,0,49.0,0,0.0,2.5,92.0,6.0,0.0,69.2,80.9,57.5,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.34,2003-06-01,183.1
4959,Corn,NE,USC00251684,2003,7,0,0,56.0,0,0.0,0.0,100.0,0.0,0.0,76.7,89.8,63.6,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.17,2003-07-01,183.7
4960,Corn,NE,USC00251684,2003,8,0,0,57.0,0,0.0,0.65,98.0,1.34,0.0,76.3,89.3,63.2,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.15,2003-08-01,184.5
4961,Corn,NE,USC00251684,2003,9,0,0,37.0,0,0.0,3.0,88.0,3.0,0.0,60.7,75.6,45.7,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.2,2003-09-01,185.1
4962,Corn,NE,USC00251684,2003,10,0,0,24.0,0,0.0,0.0,89.0,0.0,0.0,55.3,70.9,39.8,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.12,2003-10-01,184.9
4963,Corn,NE,USC00251684,2003,11,0,0,6.0,0,0.0,0.575325444,74.0,1.515725,0.0,36.0,48.6,23.5,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.2,2003-11-01,185.0
4964,Corn,NE,USC00251684,2003,12,0,1,12.0,0,2.0,0.0,67.0,0.0,2.0,30.5,41.2,19.8,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.31,2003-12-01,185.5
4965,Corn,NE,USC00251684,2004,1,0,1,-15.0,0,8.0,0.0,61.0,0.0,8.0,24.0,36.1,11.8,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.39,2004-01-01,186.3
4966,Corn,NE,USC00251684,2004,2,0,0,-6.0,0,0.0,2.0,55.0,2.0,0.0,22.3,32.6,11.9,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.61,2004-02-01,186.7
4967,Corn,NE,USC00251684,2004,3,0,0,22.0,0,0.0,1.5,74.0,1.93,0.0,44.7,57.3,32.0,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.75,2004-03-01,187.1
4968,Corn,NE,USC00251684,2004,4,0,0,19.97083333,0,0.0,1.0,79.18055556,1.85,0.0,46.19777778,58.09958333,34.29527778,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.89,2004-04-01,187.4
4969,Corn,NE,USC00251684,2004,5,0,0,29.0,0,0.0,2.05,86.60764873,4.82,0.0,57.07889518,69.10609065,46.0,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.87,2004-05-01,188.2
4970,Corn,NE,USC00251684,2004,6,0,0,45.0,0,0.0,1.05,91.0,2.15,0.0,67.0,79.6,54.4,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.79,2004-06-01,188.9
4971,Corn,NE,USC00251684,2004,7,0,0,53.0,0,0.0,1.82,97.0,5.49,0.0,72.2,82.6,61.9,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.51,2004-07-01,189.1
4972,Corn,NE,USC00251684,2004,8,0,0,50.0,0,0.0,0.4,96.0,1.15,0.0,69.6,82.2,57.0,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.34,2004-08-01,189.2
4973,Corn,NE,USC00251684,2004,9,0,0,44.0,0,0.0,1.4,94.0,2.81,0.0,69.0,83.2,54.9,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.2,2004-09-01,189.8
4974,Corn,NE,USC00251684,2004,10,0,0,29.0,0,0.0,0.59,82.0,1.02,0.0,53.4,66.3,40.5,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.14,2004-10-01,190.8
4975,Corn,NE,USC00251684,2004,11,1,1,8.0,2,2.0,0.85,74.0,2.26,2.0,40.9,51.9,30.0,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.05,2004-11-01,191.7
4976,Corn,NE,USC00251684,2004,12,0,0,-3.0,0,0.0,0.01,63.0,0.01,0.0,30.4,43.7,17.1,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.04,2004-12-01,191.7
4977,Corn,NE,USC00251684,2005,2,7,3,-3.0,8,5.0,0.7,66.0,1.59,9.0,34.0,45.3,22.8,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.95,2005-02-01,192.4
4978,Corn,NE,USC00251684,2005,3,0,0,16.0,0,0.1,1.1,74.0,1.81,0.1,41.3,55.0,27.5,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.02,2005-03-01,193.1
4979,Corn,NE,USC00251684,2005,4,0,0,19.97083333,0,0.0,1.59,83.0,3.4,0.0,46.19777778,65.6,34.29527778,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.0,2005-04-01,193.7
4980,Corn,NE,USC00251684,2005,5,0,0,30.0,0,0.0,2.23,99.0,2.46,0.0,61.3,75.6,47.0,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.98,2005-05-01,193.6
4981,Corn,NE,USC00251684,2005,6,0,0,56.0,0,0.0,1.57,97.0,3.46,0.0,74.6,85.9,63.3,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.03,2005-06-01,193.7
4982,Corn,NE,USC00251684,2005,7,0,0,50.0,0,0.0,0.52,101.0,0.99,0.0,77.6,91.0,64.1,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.11,2005-07-01,194.9
4983,Corn,NE,USC00251684,2005,8,0,0,54.0,0,0.0,1.48,97.0,2.04,0.0,74.2,86.4,61.9,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.95,2005-08-01,196.1
4984,Corn,NE,USC00251684,2005,9,0,0,33.38904899,0,0.0,0.8738760809999999,90.15129683,2.093545,0.0,61.38213256,74.84063401,47.92175793,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.9,2005-09-01,198.8
4985,Corn,NE,USC00251684,2005,10,0,0,20.95596591,0,0.0,1.2,80.953125,1.42,0.0,48.646875,60.82897727,36.46917614,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.82,2005-10-01,199.1
4986,Corn,NE,USC00251684,2005,11,3,2,12.0,2,1.5,0.91,78.0,1.68,2.6,42.7,55.8,29.7,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.77,2005-11-01,198.1
4987,Corn,NE,USC00251684,2005,12,6,1,-4.0,6,1.6,0.16,64.0,0.35,2.4,27.4,36.5,18.4,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.92,2005-12-01,198.1
4988,Corn,NE,USC00251684,2006,1,0,0,16.0,0,0.0,0.0,50.18296089,0.0,0.0,21.46731844,30.46955307,24.9,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.0,2006-01-01,199.3
4989,Corn,NE,USC00251684,2006,2,2,1,-4.0,1,1.0,0.05,75.0,0.05,1.1,28.4,42.6,14.3,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.02,2006-02-01,199.4
4990,Corn,NE,USC00251684,2006,3,8,1,11.0,16,4.0,0.55,79.0,1.6,16.0,38.7,51.0,26.3,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.06,2006-03-01,199.7
4991,Corn,NE,USC00251684,2006,4,0,0,30.0,0,0.0,0.77,91.0,1.69,0.0,55.3,70.2,40.4,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.11,2006-04-01,200.7
4992,Corn,NE,USC00251684,2006,5,0,0,31.0184136,0,0.0,0.66,95.0,1.79,0.0,57.07889518,76.5,45.05453258,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.17,2006-05-01,201.3
4993,Corn,NE,USC00251684,2006,6,0,0,54.0,0,0.0,1.3,101.0,2.34,0.0,73.9,87.1,60.7,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.14,2006-06-01,201.8
4994,Corn,NE,USC00251684,2006,7,0,0,56.0,0,0.0,1.24,105.0,2.63,0.0,78.1,91.1,65.0,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.14,2006-07-01,202.9
4995,Corn,NE,USC00251684,2006,9,0,0,33.0,0,0.0,1.75,92.0,3.35,0.0,62.0,75.5,48.5,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.2,2006-09-01,202.8
4996,Corn,NE,USC00251684,2006,10,0,0,22.0,0,0.0,0.33,93.0,0.73,0.0,48.8,60.4,37.2,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.55,2006-10-01,201.9
4997,Corn,NE,USC00251684,2006,11,0,0,11.0,0,0.0,0.24,84.0,0.37,0.0,39.8,54.7,24.9,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.88,2006-11-01,202.0
4998,Corn,NE,USC00251684,2006,12,0,0,2.0,0,0.0,0.76,59.0,2.32,0.0,31.4,43.1,19.7,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,3.01,2006-12-01,203.1
4999,Corn,NE,USC00251684,2007,1,15,2,-9.0,8,8.0,0.42,52.0,0.62,10.8,23.6,33.5,13.6,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,3.05,2007-01-01,203.437
5000,Corn,NE,USC00251684,2007,2,6,2,-7.0,4,4.0,0.8,64.0,1.45,5.2,24.1,34.4,13.8,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,3.44,2007-02-01,204.226
5001,Corn,NE,USC00251684,2007,3,2,1,17.0,1,1.0,0.8,82.0,2.16,1.5,47.2,60.2,34.1,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,3.43,2007-03-01,205.28799999999998
5002,Corn,NE,USC00251684,2007,4,0,0,15.0,0,0.0,1.01,87.0,1.8,0.0,48.8,60.2,37.4,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,3.39,2007-04-01,205.90400000000002
5003,Corn,NE,USC00251684,2007,5,0,0,46.0,0,0.0,2.3,90.0,5.57,0.0,65.1,75.9,54.3,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,3.49,2007-05-01,206.755
5004,Corn,NE,USC00251684,2007,6,0,0,45.0,0,0.0,0.9,91.0,2.89,0.0,70.5,83.0,57.9,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,3.53,2007-06-01,207.234
5005,Corn,NE,USC00251684,2007,7,0,0,49.0,0,0.0,1.72,98.0,4.49,0.0,75.9,87.4,64.5,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,3.32,2007-07-01,207.60299999999998
5006,Corn,NE,USC00251684,2007,8,0,0,57.0,0,0.0,3.06,102.0,4.48,0.0,78.4,90.6,66.1,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,3.26,2007-08-01,207.667
5007,Corn,NE,USC00251684,2007,9,0,0,43.0,0,0.0,1.15,89.0,2.57,0.0,65.0,79.2,50.7,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,3.28,2007-09-01,208.547
5008,Corn,NE,USC00251684,2007,10,0,0,30.0,0,0.0,1.01,80.953125,3.77,0.0,48.646875,60.82897727,42.2,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,3.29,2007-10-01,209.19
5009,Corn,NE,USC00251684,2007,11,1,0,13.0,1,0.8,0.04,80.0,0.06,0.8,40.8,55.1,26.4,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,3.44,2007-11-01,210.834
5010,Corn,NE,USC00251684,2007,12,19,3,2.0,6,3.0,0.71,52.19130435,2.19,6.9,23.99043478,32.64898551,12.6,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,3.77,2007-12-01,211.445
5011,Corn,NE,USC00251684,2008,1,20,1,-6.0,2,1.4,0.1,51.0,0.1,1.9,20.7,31.4,9.9,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,3.98,2008-01-01,212.174
5012,Corn,NE,USC00251684,2008,2,6,0,0.0,6,0.0,0.0,59.0,0.0,6.2,25.7,36.2,15.2,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,4.54,2008-02-01,212.687
5013,Corn,NE,USC00251684,2008,3,0,0,1.0,0,0.0,0.6,70.0,1.18,0.0,38.2,51.1,25.3,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,4.7,2008-03-01,213.44799999999998
5014,Corn,NE,USC00251684,2008,4,0,0,25.0,0,0.0,1.47,78.0,5.71,0.0,46.1,58.3,33.8,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,5.14,2008-04-01,213.942
5015,Corn,NE,USC00251684,2008,5,0,0,33.0,0,0.0,1.3,86.0,5.93,0.0,59.3,71.3,47.2,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,5.27,2008-05-01,215.208
5016,Corn,NE,USC00251684,2008,6,0,0,41.51195499,0,0.0,1.181673699,91.63572433,3.468664,0.0,65.82616034,77.80689170000001,53.84149086,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,5.47,2008-06-01,217.463
5017,Corn,NE,USC00251684,2008,7,0,0,55.0,0,0.0,2.05,96.0,5.16,0.0,75.9,87.5,64.2,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,5.25,2008-07-01,219.016
5018,Corn,NE,USC00251684,2008,8,0,0,54.0,0,0.0,1.74,99.0,3.54,0.0,72.0,83.6,60.5,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,5.26,2008-08-01,218.69
5019,Corn,NE,USC00251684,2008,9,0,0,41.0,0,0.0,0.7,88.0,2.31,0.0,63.8,76.0,51.6,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,5.01,2008-09-01,218.877
5020,Corn,NE,USC00251684,2008,10,0,0,25.0,0,0.0,2.24,78.0,8.52,0.0,51.6,63.2,40.1,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,4.37,2008-10-01,216.995
5021,Corn,NE,USC00251684,2008,11,0,0,12.0,0,0.0,0.7,76.0,0.97,0.0,40.1,52.0,28.1,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,4.26,2008-11-01,213.153
5022,Corn,NE,USC00251684,2008,12,11,1,-8.0,5,2.0,0.59,60.0,0.7,2.2,21.4,32.4,10.5,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,4.11,2008-12-01,211.398
5023,Corn,NE,USC00251684,2009,1,9,4,-3.0,3,2.0,0.08,57.0,0.24,5.3,25.0,36.8,13.3,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,4.36,2009-01-01,211.933
5024,Corn,NE,USC00251684,2009,2,4,2,-1.0,4,4.3,0.42,68.0,0.63,5.4,32.0,45.7,18.3,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,3.87,2009-02-01,212.705
5025,Corn,NE,USC00251684,2009,3,0,0,-1.0,0,0.0,0.03,79.0,0.06,0.0,37.5,51.5,23.5,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,3.85,2009-03-01,212.495
5026,Corn,NE,USC00251684,2009,4,0,0,16.0,0,0.0,0.4,87.0,1.76,0.0,47.9,61.3,34.5,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,3.85,2009-04-01,212.709
5027,Corn,NE,USC00251684,2009,5,0,0,39.0,0,0.0,1.15,89.0,2.42,0.0,61.1,74.0,48.2,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,3.96,2009-05-01,213.02200000000002
5028,Corn,NE,USC00251684,2009,6,0,0,51.0,0,0.0,1.1,100.0,3.53,0.0,70.5,81.5,59.4,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,4.01,2009-06-01,214.79
5029,Corn,NE,USC00251684,2009,7,0,0,52.0,0,0.0,1.14,98.0,1.7,0.0,72.3,84.4,60.3,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,3.6,2009-07-01,214.726
5030,Corn,NE,USC00251684,2009,8,0,0,46.0,0,0.0,2.0,96.0,2.96,0.0,71.0,83.1,58.9,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,3.33,2009-08-01,215.445
5031,Corn,NE,USC00251684,2009,9,0,0,37.0,0,0.0,1.25,82.0,1.71,0.0,62.6,73.9,51.3,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,3.25,2009-09-01,215.861
5032,Corn,NE,USC00251684,2009,10,0,0,24.0,0,0.0,1.2,75.0,3.79,0.0,44.7,54.0,35.4,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,3.61,2009-10-01,216.50900000000001
5033,Corn,NE,USC00251684,2009,11,0,0,20.0,0,0.0,0.27,70.0,0.34,0.0,43.7,55.8,31.6,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,3.65,2009-11-01,217.234
5034,Corn,NE,USC00251684,2009,12,24,4,-8.0,14,5.6,0.23,56.0,0.74,10.2,18.6,27.8,9.5,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,3.6,2009-12-01,217.347
5035,Corn,NE,USC00251684,2010,1,29,2,-13.0,5,1.5,0.23,46.0,0.37,2.8,19.1,26.3,11.8,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,3.66,2010-01-01,217.488
5036,Corn,NE,USC00251684,2010,2,26,2,0.0,5,4.0,0.24,43.0,0.64,6.7,22.3,30.1,14.6,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,3.55,2010-02-01,217.28099999999998
5037,Corn,NE,USC00251684,2010,3,1,1,19.0,1,1.6,0.6,77.0,1.95,1.6,39.0,48.5,29.5,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,3.55,2010-03-01,217.35299999999998
5038,Corn,NE,USC00251684,2010,4,0,0,32.0,0,0.0,1.0,82.0,2.27,0.0,54.3,67.2,41.3,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,3.41,2010-04-01,217.403
5039,Corn,NE,USC00251684,2010,5,0,0,28.0,0,0.0,1.32,89.0,5.71,0.0,58.7,69.6,47.7,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,3.48,2010-05-01,217.29
5040,Corn,NE,USC00251684,2010,6,0,0,41.51195499,0,0.0,2.7,91.63572433,9.29,0.0,65.82616034,77.80689170000001,53.84149086,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,3.41,2010-06-01,217.199
5041,Corn,NE,USC00251684,2010,7,0,0,60.0,0,0.0,1.05,97.0,2.91,0.0,75.8,85.9,65.8,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,3.49,2010-07-01,217.605
5042,Corn,NE,USC00251684,2010,8,0,0,56.0,0,0.0,2.48,99.0,3.81,0.0,76.6,89.3,63.8,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,3.65,2010-08-01,217.923
5043,Corn,NE,USC00251684,2010,9,0,0,44.0,0,0.0,1.3,90.0,3.12,0.0,65.2,79.0,51.4,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,4.08,2010-09-01,218.275
5044,Corn,NE,USC00251684,2010,10,0,0,31.0,0,0.0,0.13,89.0,0.21,0.0,56.1,71.9,40.3,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,4.32,2010-10-01,219.035
5045,Corn,NE,USC00251684,2010,11,0,0,13.0,0,0.0,0.43,65.15828402,0.94,0.0,35.02943787,44.90147929,27.0,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,4.55,2010-11-01,219.59
5046,Corn,NE,USC00251684,2010,12,0,0,6.0,0,0.2,0.07,59.0,0.11,0.2,26.6,37.1,16.2,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,4.82,2010-12-01,220.472
5047,Corn,NE,USC00251684,2011,1,26,3,-2.0,12,10.0,0.4,48.0,0.57,16.5,19.3,28.6,9.9,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,4.94,2011-01-01,221.187
5048,Corn,NE,USC00251684,2011,2,16,2,-1.0,5,3.3,0.3,67.0,0.7,6.4,27.2,38.7,15.7,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,5.65,2011-02-01,221.898
5049,Corn,NE,USC00251684,2011,3,3,2,11.0,1,1.0,0.16,73.0,0.52,2.5,38.1,48.9,27.4,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,5.53,2011-03-01,223.046
5050,Corn,NE,USC00251684,2011,4,0,0,31.0,0,0.0,1.0,88.0,3.05,0.0,49.8,61.8,37.8,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,6.36,2011-04-01,224.093
5051,Corn,NE,USC00251684,2011,5,0,0,36.0,0,0.0,2.7,96.0,8.52,0.0,60.3,72.6,48.1,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,6.32,2011-05-01,224.80599999999998
5052,Corn,NE,USC00251684,2011,6,0,0,48.0,0,0.0,1.01,96.0,3.59,0.0,71.0,83.1,58.8,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,6.38,2011-06-01,224.80599999999998
5053,Corn,NE,USC00251684,2011,7,0,0,60.0,0,0.0,1.8,102.0,5.45,0.0,79.0,89.6,68.3,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,6.33,2011-07-01,225.395
5054,Corn,NE,USC00251684,2011,8,0,0,54.0,0,0.0,2.04,98.0,4.33,0.0,74.0,85.1,62.9,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,6.88,2011-08-01,226.106
5055,Corn,NE,USC00251684,2011,9,0,0,41.0,0,0.0,0.32,96.0,0.68,0.0,61.7,74.9,48.5,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,6.38,2011-09-01,226.597
5056,Corn,NE,USC00251684,2011,10,0,0,24.0,0,0.0,0.6,89.0,1.18,0.0,54.5,68.6,40.4,1,Prices,12,1,0.8,United States,11,Corn grain,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,5.73,2011-10-01,226.75
