,Commodity,State,STATION,YEAR,MONTH,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,PRCP,SNOW,TAVG,TMAX,TMIN,SC_Group_ID,SC_Group_Desc,SC_GroupCommod_ID,SC_Geography_ID,SortOrder,SC_GeographyIndented_Desc,SC_Commodity_ID,SC_Commodity_Desc,SC_Attribute_ID,SC_Attribute_Desc,SC_Unit_ID,SC_Unit_Desc,SC_Frequency_ID,SC_Frequency_Desc,Timeperiod_Desc,Amount,date,CPI
865,Oats,SD,USC00395090,2011,10,0,0,18.0,0,0.0,0.33,85.0,0.76,0.0,51.2,63.5,38.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,3.69,2011-10-01,226.75
867,Oats,SD,USC00395090,2011,11,0,0,-2.0,0,0.0,0.02,66.0,0.04,0.0,34.7,46.9,22.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,3.38,2011-11-01,227.169
869,Oats,SD,USC00395090,2011,12,0,0,-6.0,0,0.0,0.32,55.0,0.34,0.0,25.4,35.4,15.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,3.57,2011-12-01,227.22299999999998
871,Oats,SD,USC00395090,2012,1,14,2,-14.0,4,3.0,0.15,60.0,0.35,4.8,21.6,32.1,11.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,3.56,2012-01-01,227.842
873,Oats,SD,USC00395090,2012,2,7,0,-7.0,3,0.0,1.48,49.0,2.14,0.0,24.5,35.9,13.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,3.47,2012-02-01,228.329
875,Oats,SD,USC00395090,2012,3,5,0,7.0,3,0.0,0.27,84.0,0.48,0.0,46.1,58.9,33.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,3.77,2012-03-01,228.80700000000002
877,Oats,SD,USC00395090,2012,4,0,0,19.0,0,0.0,0.78,90.0,2.84,0.0,49.9,62.3,37.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,3.84,2012-04-01,229.187
879,Oats,SD,USC00395090,2012,5,0,0,37.0,0,0.0,4.81,92.0,9.98,0.0,61.3,72.5,50.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,4.12,2012-05-01,228.713
881,Oats,SD,USC00395090,2012,6,0,0,40.0,0,0.0,0.65,92.0,1.47,0.0,70.5,82.0,58.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,3.8,2012-06-01,228.524
883,Oats,SD,USC00395090,2012,7,0,0,55.0,0,0.0,0.38,102.0,0.56,0.0,79.1,91.9,66.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,3.7,2012-07-01,228.59
885,Oats,SD,USC00395090,2012,8,0,0,40.0,0,0.0,0.52,101.0,2.88,0.0,70.3,83.7,56.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,3.82,2012-08-01,229.918
887,Oats,SD,USC00395090,2012,9,0,0,25.0,0,0.0,0.75,96.0,1.55,0.0,61.4,77.5,45.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,3.76,2012-09-01,231.015
889,Oats,SD,USC00395090,2012,10,0,0,17.0,0,0.0,0.66,82.0,1.33,0.0,45.0,56.1,33.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,3.93,2012-10-01,231.638
891,Oats,SD,USC00395090,2012,11,0,0,10.0,0,0.0,0.16,67.0,0.16,0.0,34.2,44.9,23.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,3.88,2012-11-01,231.24900000000002
893,Oats,SD,USC00395090,2012,12,24,6,-10.0,7,5.2,0.3,60.0,1.22,13.5,20.4,29.7,11.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,3.9,2012-12-01,231.22099999999998
895,Oats,SD,USC00395090,2013,1,28,1,-11.0,4,1.0,0.1,41.0,0.22,1.0,17.2,26.5,7.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,4.06,2013-01-01,231.679
897,Oats,SD,USC00395090,2013,2,24,3,-11.0,6,3.3,0.28,39.0,0.58,8.0,18.4,26.8,10.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,4.14,2013-02-01,232.937
899,Oats,SD,USC00395090,2013,3,12,0,3.0,3,0.0,0.72,64.0,1.07,0.0,24.8,33.6,16.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,4.2,2013-03-01,232.282
901,Oats,SD,USC00395090,2013,4,16,4,11.0,9,7.0,0.7,81.0,3.08,16.5,35.9,45.2,26.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,4.43,2013-04-01,231.797
903,Oats,SD,USC00395090,2013,5,0,0,23.0,0,0.0,0.78,91.0,3.87,0.0,56.0,66.4,45.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,4.45,2013-05-01,231.893
905,Oats,SD,USC00395090,2013,6,0,0,39.0,0,0.0,1.23,88.0,3.63,0.0,65.6,76.0,55.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,3.93,2013-06-01,232.445
907,Oats,SD,USC00395090,2013,7,0,0,39.0,0,0.0,0.78,91.0,2.24,0.0,71.2,82.2,60.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,3.88,2013-07-01,232.9
909,Oats,SD,USC00395090,2013,8,0,0,47.0,0,0.0,0.83,94.0,1.38,0.0,71.0,82.4,59.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,3.67,2013-08-01,233.456
911,Oats,SD,USC00395090,2013,9,0,0,32.0,0,0.0,0.4,92.0,0.6,0.0,66.8,79.7,53.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,3.57,2013-09-01,233.544
913,Oats,SD,USC00395090,2013,10,1,1,21.0,1,1.0,1.66,83.0,3.61,1.0,46.5,56.5,36.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,3.49,2013-10-01,233.669
915,Oats,SD,USC00395090,2013,11,3,1,-2.0,4,4.2,0.31,59.0,0.37,5.1,30.1,40.8,19.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,3.63,2013-11-01,234.1
917,Oats,SD,USC00395090,2013,12,27,5,-19.0,8,6.0,0.37,50.0,0.71,12.5,11.0,21.4,0.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,3.59,2013-12-01,234.71900000000002
919,Oats,SD,USC00395090,2014,1,26,3,-21.0,4,2.0,0.15,44.0,0.36,6.0,10.5,22.7,-1.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,3.7,2014-01-01,235.28799999999998
921,Oats,SD,USC00395090,2014,2,25,3,-17.0,4,2.0,0.11,47.0,0.38,4.5,9.7,20.5,-1.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,3.75,2014-02-01,235.547
923,Oats,SD,USC00395090,2014,3,13,3,-17.0,3,2.0,0.36,63.0,0.63,5.2,26.6,36.7,16.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,4.13,2014-03-01,236.028
925,Oats,SD,USC00395090,2014,4,1,1,10.0,1,1.0,0.42,80.0,1.14,1.0,43.9,56.2,31.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,3.96,2014-04-01,236.468
927,Oats,SD,USC00395090,2014,5,0,0,23.0,0,0.0,2.15,88.0,4.83,0.0,56.3,67.7,44.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,3.98,2014-05-01,236.918
929,Oats,SD,USC00395090,2014,6,0,0,41.0,0,0.0,1.33,87.0,6.89,0.0,66.3,76.8,55.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,3.73,2014-06-01,237.231
931,Oats,SD,USC00395090,2014,7,0,0,44.0,0,0.0,0.2,88.0,0.82,0.0,68.3,79.1,57.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,3.49,2014-07-01,237.498
933,Oats,SD,USC00395090,2014,8,0,0,48.0,0,0.0,1.91,90.0,4.66,0.0,69.3,79.1,59.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,3.24,2014-08-01,237.46
935,Oats,SD,USC00395090,2014,9,0,0,35.0,0,0.0,0.51,83.0,1.22,0.0,61.2,71.8,50.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,3.2,2014-09-01,237.477
937,Oats,SD,USC00395090,2014,10,0,0,16.0,0,0.0,0.23,76.0,0.56,0.0,49.2,61.9,36.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,3.16,2014-10-01,237.43
939,Oats,SD,USC00395090,2014,11,10,3,-9.0,5,2.5,0.09,58.0,0.33,6.0,24.3,34.6,14.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.95,2014-11-01,236.983
941,Oats,SD,USC00395090,2014,12,11,2,-13.0,3,3.0,0.44,54.0,1.18,5.0,22.8,29.9,15.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,3.21,2014-12-01,236.252
943,Oats,SD,USC00395090,2015,1,21,2,-20.0,6,3.0,0.13,46.0,0.29,4.3,18.5,27.7,9.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,3.02,2015-01-01,234.718
945,Oats,SD,USC00395090,2015,2,10,2,-20.0,3,3.0,0.18,51.0,0.36,5.3,12.9,23.4,2.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,3.08,2015-02-01,235.236
947,Oats,SD,USC00395090,2015,3,7,1,-17.0,4,1.5,0.09,77.0,0.21,1.5,35.3,48.3,22.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.96,2015-03-01,236.005
949,Oats,SD,USC00395090,2015,4,0,0,20.0,0,0.0,0.16,82.0,0.38,0.0,48.7,62.7,34.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.82,2015-04-01,236.15599999999998
951,Oats,SD,USC00395090,2015,5,0,0,32.0,0,0.0,1.03,83.0,4.72,0.0,56.8,67.4,46.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.9,2015-05-01,236.97400000000002
953,Oats,SD,USC00395090,2015,6,0,0,49.0,0,0.0,2.41,92.0,6.3,0.0,67.7,78.0,57.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.83,2015-06-01,237.68400000000003
955,Oats,SD,USC00395090,2015,7,0,0,48.0,0,0.0,1.69,93.0,5.67,0.0,71.3,82.3,60.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.33,2015-07-01,238.053
957,Oats,SD,USC00395090,2015,8,0,0,41.0,0,0.0,1.37,88.0,4.73,0.0,68.1,78.2,58.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.07,2015-08-01,238.028
959,Oats,SD,USC00395090,2015,9,0,0,35.0,0,0.0,1.66,88.0,2.52,0.0,66.5,77.6,55.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.04,2015-09-01,237.50599999999997
961,Oats,SD,USC00395090,2015,10,0,0,25.0,0,0.0,1.05,86.0,2.02,0.0,51.1,62.9,39.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.2,2015-10-01,237.78099999999998
963,Oats,SD,USC00395090,2015,11,3,1,8.0,1,1.0,0.42,69.0,1.03,1.0,38.0,47.0,28.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.11,2015-11-01,238.016
965,Oats,SD,USC00395090,2015,12,24,3,-7.0,10,10.4,0.64,50.0,1.3,20.9,24.8,31.9,17.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.12,2015-12-01,237.817
967,Oats,SD,USC00395090,2016,1,31,2,-17.0,6,1.0,0.09,41.0,0.27,2.7,15.8,23.6,8.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.93,2016-01-01,237.833
969,Oats,SD,USC00395090,2016,2,16,3,-5.0,4,2.6,0.1,64.0,0.44,5.3,26.1,33.3,18.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.21,2016-02-01,237.46900000000002
971,Oats,SD,USC00395090,2016,3,6,3,-3.0,5,4.6,0.25,74.0,1.01,8.6,38.3,48.4,28.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.2,2016-03-01,238.03799999999998
973,Oats,SD,USC00395090,2016,4,0,0,18.0,0,0.0,0.77,77.0,2.52,0.0,47.2,58.0,36.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.97,2016-04-01,238.827
975,Oats,SD,USC00395090,2016,5,0,0,30.0,0,0.0,0.93,87.0,4.44,0.0,57.9,69.9,45.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.26,2016-05-01,239.46400000000003
977,Oats,SD,USC00395090,2016,6,0,0,42.0,0,0.0,2.85,97.0,5.38,0.0,71.3,82.5,60.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.98,2016-06-01,240.167
979,Oats,SD,USC00395090,2016,7,0,0,47.0,0,0.0,1.18,93.0,2.1,0.0,71.3,82.9,59.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.89,2016-07-01,240.15
981,Oats,SD,USC00395090,2016,8,0,0,45.0,0,0.0,2.31,94.0,5.42,0.0,70.8,81.5,60.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.84,2016-08-01,240.602
983,Oats,SD,USC00395090,2016,9,0,0,35.0,0,0.0,1.05,86.0,2.56,0.0,63.0,73.8,52.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.97,2016-09-01,241.051
985,Oats,SD,USC00395090,2016,10,0,0,26.0,0,0.0,0.98,75.0,2.05,0.0,50.3,61.7,38.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.03,2016-10-01,241.69099999999997
987,Oats,SD,USC00395090,2016,11,5,1,12.0,5,5.0,0.57,74.0,1.31,5.7,40.7,51.9,29.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.23,2016-11-01,242.02900000000002
989,Oats,SD,USC00395090,2016,12,19,2,-31.0,6,6.0,0.57,44.0,1.06,9.0,16.8,25.2,8.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.35,2016-12-01,242.77200000000002
991,Oats,SD,USC00395090,2017,1,14,2,-12.0,3,3.0,0.23,42.0,0.38,4.6,17.8,24.6,10.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.31,2017-01-01,243.78
993,Oats,SD,USC00395090,2017,2,0,0,-1.0,0,0.2,0.1,65.0,0.14,0.2,30.2,40.7,19.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.39,2017-02-01,243.96099999999998
995,Oats,SD,USC00395090,2017,3,11,4,0.0,7,7.0,0.37,70.0,0.7,11.8,31.8,40.7,22.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.39,2017-03-01,243.74900000000002
997,Oats,SD,USC00395090,2017,4,0,0,21.0,0,0.0,0.38,79.0,1.4,0.0,46.7,57.6,35.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.32,2017-04-01,244.051
999,Oats,SD,USC00395090,2017,5,1,1,30.0,2,2.0,1.57,84.0,4.47,2.0,55.4,66.9,43.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.63,2017-05-01,243.96200000000002
1001,Oats,SD,USC00395090,2017,6,0,0,38.0,0,0.0,0.6,91.0,1.57,0.0,68.2,80.9,55.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.74,2017-06-01,244.18200000000002
1003,Oats,SD,USC00395090,2017,7,0,0,48.0,0,0.0,0.58,100.0,1.3,0.0,74.3,86.7,62.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.33,2017-07-01,244.39
1005,Oats,SD,USC00395090,2017,8,0,0,45.0,0,0.0,1.26,88.0,3.39,0.0,66.1,77.5,54.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.32,2017-08-01,245.297
1007,Oats,SD,USC00395090,2017,9,0,0,39.0,0,0.0,1.83,94.0,4.03,0.0,64.0,75.8,52.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.56,2017-09-01,246.418
1009,Oats,SD,USC00395090,2017,10,0,0,13.0,0,0.0,1.09,76.0,2.88,0.0,48.1,60.3,35.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.55,2017-10-01,246.58700000000002
1011,Oats,SD,USC00395090,2017,11,2,1,7.0,3,3.0,0.12,66.0,0.19,3.0,32.5,43.0,22.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.68,2017-11-01,247.332
1013,Oats,SD,USC00395090,2017,12,17,5,-23.0,6,4.0,0.23,54.0,0.53,9.9,19.7,29.2,10.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.94,2017-12-01,247.90099999999998
1015,Oats,SD,USC00395090,2018,1,22,2,-28.0,6,2.0,0.1,45.0,0.14,3.3,12.8,22.4,3.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,3.29,2018-01-01,248.88400000000001
1017,Oats,SD,USC00395090,2018,2,17,4,-14.0,10,5.8,0.35,47.0,0.71,12.7,11.8,22.7,0.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.63,2018-02-01,249.36900000000003
1019,Oats,SD,USC00395090,2018,3,19,4,7.0,5,5.0,0.87,52.0,2.5,10.6,30.2,37.3,23.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.8,2018-03-01,249.498
1021,Oats,SD,USC00395090,2018,4,14,6,4.0,14,8.0,0.75,73.0,2.39,22.5,34.2,43.4,25.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.93,2018-04-01,249.956
1023,Oats,SD,USC00395090,2018,5,0,0,40.0,0,0.0,0.89,96.0,2.67,0.0,63.4,75.0,51.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,3.14,2018-05-01,250.646
1025,Oats,SD,USC00395090,2018,6,0,0,42.0,0,0.0,1.25,95.0,4.77,0.0,71.2,80.8,61.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,3.04,2018-06-01,251.13400000000001
1027,Oats,SD,USC00395090,2018,7,0,0,51.0,0,0.0,1.9,93.0,5.26,0.0,71.7,82.0,61.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.61,2018-07-01,251.597
1029,Oats,SD,USC00395090,2018,8,0,0,43.0,0,0.0,1.03,93.0,2.94,0.0,69.9,80.2,59.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.47,2018-08-01,251.87900000000002
1031,Oats,SD,USC00395090,2018,9,0,0,32.0,0,0.0,2.72,92.0,4.98,0.0,63.4,73.2,53.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.62,2018-09-01,252.01
1033,Oats,SD,USC00395090,2018,10,1,0,21.0,1,0.7,1.12,83.0,2.08,0.7,43.3,53.5,33.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.71,2018-10-01,252.794
1035,Oats,SD,USC00395090,2018,11,0,0,5.0,0,0.0,0.24,57.0,0.78,0.0,27.3,35.9,18.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.55,2018-11-01,252.76
1037,Oats,SD,USC00395090,2018,12,5,2,-13.0,6,3.0,0.76,47.0,0.99,6.4,23.4,32.6,14.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.67,2018-12-01,252.72299999999998
1039,Oats,SD,USC00395090,2019,1,28,6,-32.0,15,9.0,0.19,42.0,0.68,16.4,11.9,21.0,2.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.67,2019-01-01,252.673
1041,Oats,SD,USC00395090,2019,2,28,10,-18.0,28,6.0,0.4,43.0,1.27,21.9,5.3,14.2,-3.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.84,2019-02-01,253.113
1043,Oats,SD,USC00395090,2019,3,22,3,-23.0,32,4.0,2.55,65.0,3.57,7.9,25.2,35.1,15.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.67,2019-03-01,254.148
1045,Oats,SD,USC00395090,2019,4,8,3,14.0,13,7.0,1.34,80.0,5.39,15.7,43.7,53.4,34.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,3.01,2019-04-01,254.958
1047,Oats,SD,USC00395090,2019,5,0,0,30.0,0,0.0,1.05,81.0,5.11,0.0,52.8,61.7,44.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,3.11,2019-05-01,255.155
1049,Oats,SD,USC00395090,2019,6,0,0,42.0,0,0.0,0.65,95.0,2.36,0.0,67.8,78.9,56.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,3.31,2019-06-01,255.305
1051,Oats,SD,USC00395090,2019,7,0,0,52.0,0,0.0,1.29,94.0,6.91,0.0,72.8,82.8,62.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,3.08,2019-07-01,256.161
1053,Oats,WI,USC00470308,1989,1,10,1,-3.0,2,1.0,0.3,55.0,0.72,1.0,27.6,34.9,20.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.52,1989-01-01,121.2
1054,Oats,WI,USC00470308,1989,2,23,5,-11.0,4,3.0,0.3,45.0,0.85,7.4,14.6,24.2,4.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.46,1989-02-01,121.6
1055,Oats,WI,USC00470308,1989,3,17,6,1.0,7,3.0,0.3,75.0,1.49,10.5,29.6,39.2,20.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.41,1989-03-01,122.2
1056,Oats,WI,USC00470308,1989,4,0,0,18.0,0,0.0,0.5,75.0,1.36,0.0,45.5,56.7,34.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.24,1989-04-01,123.1
1057,Oats,WI,USC00470308,1989,5,0,0,26.0,0,0.0,0.48,84.0,1.76,0.0,57.2,69.2,45.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.13,1989-05-01,123.7
1058,Oats,WI,USC00470308,1989,6,0,0,43.0,0,0.0,0.72,90.0,2.01,0.0,66.3,78.4,54.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.82,1989-06-01,124.1
1059,Oats,WI,USC00470308,1989,7,0,0,50.0,0,0.0,1.34,95.0,3.78,0.0,72.9,84.9,60.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.53,1989-07-01,124.5
1060,Oats,WI,USC00470308,1989,8,0,0,48.0,0,0.0,1.1,90.0,4.33,0.0,69.8,81.4,58.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.47,1989-08-01,124.5
